id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
2206,755,Visa,Debit,4667069269699060,Sep-20,557,YES,1,$15459,Mar-08,2010,No
4797,755,Visa,Debit,4152201825251056,Dec-22,314,YES,2,$10756,Sep-10,2018,No
2757,755,Discover,Credit,6854474888626753,Jan-20,26,YES,3,$4900,Apr-16,2016,No
2321,755,Visa,Debit,4668572513233214,Aug-21,346,YES,2,$11869,Mar-13,2013,No
1880,1878,Visa,Debit,4882085126810655,Feb-20,635,YES,1,$11029,Feb-20,2020,No
4958,1432,Visa,Debit,4326650926720477,May-21,924,YES,1,$32043,Oct-01,2009,No
4929,1432,Visa,Credit,4628195999996989,Jul-23,543,YES,1,$19400,Oct-96,2012,No
1192,1432,Visa,Credit,4328042122247732,Jan-10,97,YES,1,$15900,Feb-09,2009,No
2726,1432,Mastercard,Debit,5033363979740914,Jul-22,246,YES,2,$25740,Apr-14,2014,No
4576,456,Mastercard,Debit,5915761072331247,Aug-20,754,YES,2,$12594,Sep-05,2014,No
2800,456,Visa,Credit,4751933848032848,Dec-24,614,YES,1,$5800,May-98,2009,No
5811,456,Mastercard,Debit,5549596794440785,Mar-05,529,YES,2,$14824,Dec-04,2011,No
4603,623,Mastercard,Debit,5595541886484466,Dec-06,173,YES,2,$14954,Sep-06,2007,No
2072,623,Visa,Debit,4227288222945154,Sep-24,212,YES,2,$9146,Mar-04,2012,No
2130,623,Visa,Debit,4699958965879610,Sep-23,792,YES,2,$31917,Mar-06,2009,No
571,1426,Mastercard,Credit,5464649664950051,May-23,203,NO,2,$35500,Jan-20,2020,No
572,1426,Mastercard,Credit,5882324108899621,May-20,496,YES,2,$17100,Jan-20,2020,No
5381,47,Mastercard,Debit,5880626034442823,Sep-12,871,YES,2,$8636,Nov-02,2014,No
4952,47,Mastercard,Debit,5466414459089427,Jan-24,556,YES,2,$3891,Oct-01,2016,No
5630,47,Visa,Debit (Prepaid),4163402116623079,Dec-21,57,YES,2,$100,Nov-10,2010,No
5080,47,Mastercard,Credit,5635188704285842,May-21,3,YES,2,$10500,Oct-07,2011,No
5876,760,Amex,Credit,3.60331E+14,May-22,887,YES,1,$9100,Dec-07,2008,No
5670,760,Mastercard,Debit,5089677231892699,May-22,95,YES,1,$17393,Nov-12,2012,No
4379,760,Visa,Debit (Prepaid),4328570434774826,Jan-23,822,NO,1,$59,Aug-11,2011,No
2566,956,Mastercard,Debit,5894303084517359,Mar-12,643,YES,2,$2355,Apr-08,2009,No
1606,956,Mastercard,Debit,5291344771165863,Feb-20,383,YES,1,$29553,Feb-20,2020,No
4273,194,Visa,Credit,4396420039695362,Sep-24,831,YES,1,$8300,Aug-08,2008,No
2401,194,Mastercard,Debit,5295553845119885,Apr-24,465,YES,2,$14501,Apr-98,2012,No
5587,194,Visa,Debit,4731739581942739,Mar-23,402,NO,2,$9080,Nov-09,2013,No
5062,194,Visa,Debit,4450584062421730,Oct-20,426,YES,1,$1534,Oct-06,2015,No
1607,693,Mastercard,Debit,5064466274717398,Jun-23,294,YES,2,$39114,Feb-20,2020,No
830,693,Visa,Debit,4575911077034923,Sep-24,112,YES,2,$30298,Jan-20,2020,No
1881,1246,Visa,Credit,4503003404657982,Feb-20,994,YES,1,$6600,Feb-20,2020,No
5812,1246,Mastercard,Debit,5460635909206619,Apr-21,494,NO,1,$15087,Dec-04,2005,No
4810,1246,Mastercard,Debit,5019373098063506,May-24,803,NO,1,$16257,Sep-11,2011,No
5023,1246,Mastercard,Credit,5948027607549223,Apr-24,745,YES,2,$8500,Oct-05,2012,No
2774,641,Visa,Debit,4090737232864595,Apr-19,873,YES,2,$18401,Apr-17,2017,No
4456,641,Mastercard,Debit,5932134708405084,Feb-20,290,YES,1,$17946,Aug-16,2016,No
14,641,Mastercard,Debit,5206583278012757,Jul-21,19,YES,1,$24819,Jan-00,2011,No
1193,641,Visa,Credit,4068972276491706,Jun-09,87,YES,2,$11000,Feb-09,2010,No
4718,641,Mastercard,Debit,5316778308007531,Jan-22,916,YES,2,$12275,Sep-09,2009,No
5151,641,Mastercard,Debit,5609319010602606,May-22,608,YES,1,$22044,Oct-09,2009,No
3907,1060,Visa,Credit,4309045665471171,May-21,488,NO,1,$10600,Jul-09,2018,No
4291,1060,Mastercard,Debit (Prepaid),5050635646267142,Jan-21,263,YES,2,$61,Aug-09,2016,No
5216,1060,Visa,Debit,4810039258739759,May-23,199,YES,2,$14114,Oct-10,2010,No
5326,1060,Visa,Credit,4542199497010950,May-22,720,YES,2,$6500,Oct-17,2017,No
3849,1060,Mastercard,Credit,5317191716062677,Feb-23,498,YES,1,$9400,Jul-08,2012,No
831,1292,Visa,Debit,4744997343013972,Jul-23,590,YES,1,$16369,Jan-20,2020,No
1882,1292,Visa,Credit,4303693867822808,Apr-24,55,YES,1,$5900,Feb-20,2020,No
832,1113,Visa,Credit,4785359212322716,Feb-22,300,NO,1,$9100,Jan-20,2020,No
833,1113,Visa,Credit,4096118201118127,Jul-24,416,NO,2,$4700,Jan-20,2020,No
4631,245,Amex,Credit,3.03388E+14,Feb-21,532,YES,1,$8900,Sep-07,2007,No
1883,245,Visa,Debit (Prepaid),4476065851945684,Jul-20,36,NO,2,$94,Feb-20,2020,No
4362,774,Mastercard,Debit,5895713697224705,Sep-22,258,YES,2,$1669,Aug-11,2016,No
83,774,Visa,Debit,4983985291771434,May-24,805,YES,1,$16717,Jan-05,2006,No
100,1822,Mastercard,Debit,5279713794719682,Sep-21,47,YES,2,$14133,Jan-06,2010,No
3985,1822,Visa,Debit,4178217448317088,Sep-22,519,YES,2,$13029,Jul-11,2011,No
1608,1822,Mastercard,Debit,5664759161976809,Jun-24,550,YES,2,$11624,Feb-20,2020,No
4285,1822,Amex,Credit,3.18485E+14,Nov-10,520,YES,2,$5900,Aug-09,2010,No
2221,1822,Mastercard,Debit (Prepaid),5631456765491989,Apr-24,102,YES,1,$10,Mar-09,2011,No
5888,1209,Mastercard,Debit,5471110680954467,Jan-20,175,YES,2,$42074,Dec-07,2010,No
4573,1209,Amex,Credit,3.3903E+14,Feb-21,650,YES,2,$19400,Sep-05,2013,No
3362,1209,Visa,Debit,4274911965973655,Dec-20,786,YES,1,$27091,Jun-07,2018,No
3387,1209,Mastercard,Debit (Prepaid),5771648554583821,Aug-20,775,YES,1,$76,Jun-08,2014,No
3693,1209,Mastercard,Debit,5781736709412195,Apr-21,939,YES,1,$16340,Jul-03,2009,No
4462,1209,Mastercard,Credit,5084380925956677,Oct-17,617,NO,1,$4300,Aug-17,2017,No
2261,997,Visa,Credit,4887678666553627,Feb-21,224,YES,1,$17100,Mar-10,2011,No
6108,997,Mastercard,Debit (Prepaid),5003576204537961,Dec-20,14,YES,1,$57,Dec-15,2015,No
5046,997,Discover,Credit,6867180010349307,Jul-23,59,YES,1,$11200,Oct-06,2006,No
5825,997,Amex,Credit,3.53877E+14,Aug-21,65,YES,1,$5900,Dec-05,2011,No
1446,1180,Discover,Credit,6422941047474556,Aug-21,992,YES,2,$8200,Feb-20,2020,No
6041,1180,Mastercard,Credit,5993329445307051,Jun-23,375,YES,1,$11200,Dec-11,2016,No
1609,1180,Mastercard,Debit,5950036485745255,Oct-20,85,YES,2,$9641,Feb-20,2020,No
23,318,Visa,Credit,4234128216675939,Jul-08,678,YES,1,$7500,Jan-01,2017,No
2928,318,Mastercard,Debit,5604082480116921,Nov-23,659,YES,2,$9725,May-07,2012,No
2004,318,Mastercard,Debit,5737016502815467,Jul-97,601,NO,1,$713,Mar-97,2008,No
3183,318,Visa,Credit,4949255212004884,Dec-23,520,YES,2,$0,May-16,2016,No
5081,691,Mastercard,Debit,5446801894773477,Sep-12,328,YES,1,$10824,Oct-07,2015,No
3157,1993,Visa,Debit,4474146136597583,Jun-15,298,YES,1,$54768,May-14,2014,No
4176,1993,Mastercard,Debit,5730095777634107,May-15,347,YES,1,$36982,Aug-06,2009,No
70,1993,Mastercard,Credit,5703701005597044,Sep-12,789,YES,2,$19500,Jan-05,2010,No
5082,1993,Mastercard,Debit,5760259520469831,May-20,777,YES,1,$43863,Oct-07,2012,No
5152,1993,Mastercard,Debit,5904195142586918,Mar-23,377,YES,2,$27050,Oct-09,2018,No
4635,1993,Mastercard,Debit,5682670963531855,Feb-20,350,YES,2,$33468,Sep-07,2010,No
3675,252,Mastercard,Credit,5167343609558637,Oct-24,394,YES,1,$10700,Jul-02,2013,No
271,252,Mastercard,Debit (Prepaid),5762124532464441,Oct-24,43,YES,2,$35,Jan-11,2011,No
5024,252,Mastercard,Debit,5186949472205571,Oct-22,48,YES,1,$9358,Oct-05,2015,No
4577,252,Mastercard,Debit,5415548034534018,Feb-24,874,YES,1,$13425,Sep-05,2015,No
5407,252,Mastercard,Debit,5633482843715503,Aug-20,37,NO,1,$24213,Nov-04,2009,No
3788,252,Visa,Debit,4882258377184803,Mar-20,597,NO,2,$14911,Jul-06,2014,No
4719,1757,Mastercard,Credit,5498435631041773,Jan-19,7,YES,1,$10800,Sep-09,2011,No
142,1757,Visa,Credit,4064761360050851,Jul-22,528,YES,2,$13200,Jan-07,2007,No
2685,1757,Visa,Debit,4126600786733032,Oct-23,380,YES,1,$12628,Apr-11,2012,No
4820,1757,Visa,Debit,4770016969284052,Mar-16,688,YES,1,$16642,Sep-11,2011,No
3054,1324,Mastercard,Debit,5147547789135485,Dec-20,635,YES,1,$13013,May-10,2012,No
3314,1324,Mastercard,Credit,5465005714822989,Aug-20,676,YES,2,$10400,Jun-06,2006,No
4959,1324,Visa,Credit,4713324681058860,Sep-24,943,YES,2,$12500,Oct-01,2011,No
5889,1324,Mastercard,Debit,5404924988382806,Dec-23,898,YES,3,$8889,Dec-07,2013,No
2102,1557,Amex,Credit,3.23245E+14,Jan-24,133,YES,1,$19000,Mar-06,2011,No
2471,1557,Visa,Debit,4937226529694539,Apr-21,978,NO,1,$12370,Apr-04,2008,No
6098,1557,Discover,Credit,6263143688274935,Apr-20,750,YES,2,$9000,Dec-14,2014,No
1610,1555,Mastercard,Debit,5044161315330869,Jan-21,635,YES,1,$5284,Feb-20,2020,No
6042,1555,Mastercard,Debit (Prepaid),5313709235716865,Apr-22,105,YES,2,$50,Dec-11,2011,No
3190,1555,Mastercard,Credit,5004140207005826,Dec-24,826,YES,2,$2300,May-17,2017,No
1019,941,Mastercard,Debit,5371465627255292,Feb-22,208,YES,1,$20022,Feb-03,2014,No
573,156,Mastercard,Debit,5580797323399612,May-20,602,YES,1,$14820,Jan-20,2020,No
5438,156,Visa,Credit,4033049142123683,May-23,457,YES,2,$6900,Nov-05,2013,No
1334,156,Amex,Credit,3.38477E+14,May-21,955,YES,2,$5200,Feb-14,2014,No
4604,156,Mastercard,Debit (Prepaid),5395413641992121,Dec-16,599,YES,1,$64,Sep-06,2010,No
2827,24,Mastercard,Debit,5519749178345162,Mar-20,389,YES,2,$8165,May-02,2009,No
1316,302,Mastercard,Debit,5544586425634316,Sep-20,652,YES,2,$16799,Feb-13,2013,No
1408,302,Amex,Credit,3.44545E+14,Apr-24,781,YES,2,$13800,Feb-20,2020,No
1884,949,Visa,Debit,4406651851662470,Mar-20,535,YES,1,$20826,Feb-20,2020,No
430,949,Discover,Credit,6667487813805784,Dec-20,869,YES,2,$20700,Jan-20,2020,No
2249,949,Mastercard,Debit,5026926528558439,Jun-23,88,YES,2,$15813,Mar-10,2011,No
574,949,Mastercard,Debit (Prepaid),5230200235683632,Feb-20,31,YES,2,$41,Jan-20,2020,No
3549,949,Mastercard,Credit,5272390505326909,Jun-22,137,YES,2,$8000,Jun-12,2012,No
3598,1281,Visa,Credit,4150741409734991,Aug-21,36,YES,2,$6600,Jun-15,2015,No
4775,1281,Mastercard,Debit,5111772382182985,Nov-22,613,YES,2,$15149,Sep-10,2010,No
3095,1281,Mastercard,Credit,5360137436970945,Jan-17,838,YES,1,$10100,May-11,2016,No
2902,1281,Mastercard,Debit,5072405422049281,Oct-23,218,YES,2,$14720,May-06,2014,No
5394,1281,Visa,Debit (Prepaid),4850365258362645,Nov-23,234,YES,1,$28,Nov-03,2018,No
3589,1281,Mastercard,Credit,5984801708604393,Mar-19,199,YES,2,$3600,Jun-15,2015,No
5116,1428,Mastercard,Debit (Prepaid),5027529544926447,Dec-22,25,YES,1,$47,Oct-08,2016,No
3163,433,Mastercard,Debit,5647678785895097,Oct-24,728,YES,1,$10179,May-15,2015,No
3868,433,Visa,Credit,4421198077171177,Sep-20,672,YES,2,$10600,Jul-08,2014,No
2903,433,Mastercard,Debit,5168270261449737,Aug-07,417,YES,2,$14716,May-06,2012,No
2370,433,Amex,Credit,3.65863E+14,Aug-20,62,YES,2,$12600,Mar-18,2018,No
4866,433,Visa,Debit (Prepaid),4441251898273999,Dec-17,539,YES,1,$96,Sep-13,2013,No
5606,433,Mastercard,Debit (Prepaid),5758062322827453,Feb-20,705,YES,1,$73,Nov-10,2010,No
4040,584,Visa,Credit,4420105255078893,Apr-21,771,YES,1,$6500,Jul-15,2015,No
3878,584,Amex,Credit,3.4694E+14,Nov-23,947,YES,2,$9300,Jul-09,2009,No
51,584,Mastercard,Debit,5556324903959052,Dec-23,331,NO,2,$8970,Jan-04,2010,No
5800,1832,Visa,Credit,4992452788404191,May-23,62,YES,1,$11700,Dec-03,2013,No
5932,1832,Mastercard,Debit,5617468224391712,Jun-21,668,YES,1,$2841,Dec-08,2013,No
4636,222,Mastercard,Debit,5747958873333088,May-21,825,YES,1,$46621,Sep-07,2010,No
4619,222,Visa,Debit,4850638391545334,Nov-06,739,YES,2,$62855,Sep-06,2006,No
4821,222,Visa,Debit,4677263098292783,Oct-14,224,YES,1,$46521,Sep-11,2012,No
4562,648,Visa,Credit,4143468711704435,Jun-08,494,YES,2,$4100,Sep-04,2010,No
3474,648,Mastercard,Credit,5409476939542313,Jan-20,683,YES,1,$9200,Jun-10,2010,No
3888,648,Mastercard,Credit,5007364960274325,Oct-20,704,YES,2,$2800,Jul-09,2010,No
6135,1939,Amex,Credit,3.11542E+14,Aug-24,777,YES,2,$4200,Dec-18,2018,No
575,722,Mastercard,Debit,5364678125237327,Sep-22,987,YES,2,$21794,Jan-20,2020,No
4204,1889,Mastercard,Debit (Prepaid),5345398805896145,Nov-15,124,YES,1,$58,Aug-07,2009,No
1176,1889,Mastercard,Credit,5581736783190390,Aug-21,839,YES,1,$11400,Feb-09,2014,No
2618,1889,Visa,Debit,4763467572950708,Jul-16,73,YES,2,$15781,Apr-09,2015,No
5416,1889,Visa,Debit,4054285627938350,Oct-23,16,YES,1,$26906,Nov-04,2016,No
5890,1889,Mastercard,Debit,5098426242847294,Oct-24,718,YES,2,$10228,Dec-07,2014,No
2694,1229,Mastercard,Debit (Prepaid),5325455545002997,Oct-23,421,YES,2,$74,Apr-12,2012,No
2427,1229,Discover,Credit,6868773214447881,Feb-20,279,YES,1,$12600,Apr-02,2010,No
3282,1229,Visa,Credit,4751829096986111,Feb-19,153,YES,2,$7600,Jun-04,2010,No
5547,1229,Visa,Debit,4395114522983450,Jun-24,237,YES,1,$33080,Nov-08,2008,No
386,1229,Visa,Debit,4387900091455994,Mar-20,509,NO,1,$17954,Jan-19,2019,No
272,1229,Mastercard,Debit,5896034364726407,Jan-23,588,YES,1,$19238,Jan-11,2011,No
5083,505,Mastercard,Debit,5608387837637865,Jan-23,147,YES,2,$14912,Oct-07,2009,No
2222,505,Mastercard,Debit,5990568998813171,Nov-15,843,YES,2,$5258,Mar-09,2013,No
5173,1083,Visa,Credit,4664688687059371,Dec-20,887,YES,1,$11300,Oct-09,2011,No
3710,1083,Mastercard,Debit,5866158485564729,Oct-22,48,YES,1,$24455,Jul-04,2014,No
5527,1083,Mastercard,Debit,5130413246944823,Aug-16,942,YES,2,$463,Nov-08,2010,No
3447,1083,Visa,Debit,4275554691937663,Feb-10,49,YES,2,$5511,Jun-09,2012,No
4448,1656,Mastercard,Debit,5955659249394046,Sep-20,572,YES,2,$20097,Aug-15,2015,No
834,1656,Visa,Debit,4743530458676223,Jul-21,364,YES,2,$14200,Jan-20,2020,No
1611,1656,Mastercard,Debit,5633119819093513,Mar-24,914,YES,1,$16415,Feb-20,2020,No
1612,568,Mastercard,Debit,5938598749066574,Feb-20,412,YES,2,$1926,Feb-20,2020,No
1050,1373,Mastercard,Credit,5105665544771126,Aug-20,485,NO,1,$11000,Feb-05,2013,No
4074,1373,Amex,Credit,3.39152E+14,Jul-24,985,YES,2,$5700,Jul-19,2019,No
1194,667,Visa,Debit,4793849043206027,Nov-19,994,YES,1,$26024,Feb-09,2013,No
5063,667,Visa,Debit,4671059630101376,Mar-24,853,YES,2,$4599,Oct-06,2013,No
5408,667,Mastercard,Debit,5308236765304856,Apr-20,123,YES,2,$8522,Nov-04,2015,No
4563,667,Visa,Debit,4223920442824595,Aug-23,77,YES,2,$45854,Sep-04,2013,No
5891,667,Mastercard,Debit,5734290503257917,Apr-24,170,YES,1,$38194,Dec-07,2012,No
2929,480,Mastercard,Debit,5620895880327854,Sep-22,944,YES,1,$51051,May-07,2012,No
5409,480,Mastercard,Credit,5663590882219205,Jan-20,673,NO,1,$30800,Nov-04,2007,No
4872,480,Mastercard,Credit,5820692615463304,Aug-23,905,YES,2,$23400,Sep-14,2014,No
3388,480,Mastercard,Credit,5732115154614439,Jan-22,821,YES,2,$24800,Jun-08,2013,No
5607,480,Mastercard,Debit (Prepaid),5990674029501133,Mar-23,331,YES,1,$48,Nov-10,2012,No
4670,480,Mastercard,Credit,5178103003337414,Jul-24,944,YES,2,$8700,Sep-08,2011,No
2764,569,Visa,Credit,4345309820081331,Aug-22,761,YES,2,$5900,Apr-16,2016,No
5608,1600,Mastercard,Debit,5986596679422097,Mar-21,556,YES,2,$5059,Nov-10,2010,No
5050,1600,Mastercard,Debit,5580555303942267,May-21,975,YES,2,$22446,Oct-06,2012,No
4251,1600,Mastercard,Debit,5981687076393979,Aug-23,248,YES,1,$48754,Aug-08,2013,No
3498,1063,Visa,Credit,4724626131573867,Jun-23,408,YES,1,$9300,Jun-10,2010,No
2015,1063,Visa,Debit,4272145779221857,Dec-22,960,YES,2,$15265,Mar-00,2009,No
400,1063,Amex,Credit,3.21239E+14,Nov-22,959,YES,2,$12500,Jan-20,2020,No
5683,1063,Mastercard,Debit,5487742107326265,Jul-15,71,YES,1,$28805,Nov-13,2013,No
1009,1063,Amex,Credit,3.66721E+14,Nov-03,14,YES,1,$9800,Feb-03,2013,No
3850,32,Mastercard,Credit,5874079264605271,May-12,569,YES,1,$11600,Jul-08,2012,No
5382,32,Mastercard,Debit,5800646935618683,Dec-23,606,YES,2,$26501,Nov-02,2019,No
3475,32,Mastercard,Debit,5694871166428059,Dec-20,965,NO,2,$11121,Jun-10,2013,No
1087,32,Mastercard,Debit,5666612651246367,Apr-21,633,YES,2,$2352,Feb-06,2012,No
576,1040,Mastercard,Debit,5888304398785419,Feb-20,957,YES,1,$62317,Jan-20,2020,No
401,1040,Amex,Credit,3.73002E+14,Jul-20,141,YES,2,$16400,Jan-20,2020,No
4798,396,Visa,Debit (Prepaid),4449334595737957,Feb-23,963,NO,2,$65,Sep-10,2011,No
2785,396,Visa,Debit (Prepaid),4976990803040923,Feb-20,280,YES,1,$63,Apr-18,2018,No
4911,396,Mastercard,Debit (Prepaid),5855912828685060,Oct-20,998,NO,1,$69,Sep-17,2017,No
5395,396,Visa,Credit,4481459177871867,Nov-03,407,YES,2,$36900,Nov-03,2014,No
4300,396,Visa,Debit,4534286446272162,Oct-24,909,YES,2,$10875,Aug-09,2020,No
999,1498,Mastercard,Debit (Prepaid),5909422442877722,Dec-24,904,YES,2,$65,Feb-02,2008,No
3735,1498,Mastercard,Debit (Prepaid),5031500070846562,Apr-23,242,YES,2,$76,Jul-05,2010,No
577,1498,Mastercard,Debit,5467709707043932,Mar-24,414,YES,2,$15781,Jan-20,2020,No
2232,1498,Visa,Debit,4138930585575377,Jun-19,145,YES,1,$22227,Mar-09,2010,No
1613,104,Mastercard,Debit,5142639208685540,Feb-20,219,YES,2,$4924,Feb-20,2020,No
3161,104,Discover,Credit,6464999389821775,Sep-20,611,YES,1,$6300,May-15,2015,No
4205,104,Mastercard,Credit,5510383883718886,May-24,39,NO,1,$8000,Aug-07,2020,No
835,1062,Visa,Debit,4704183403153635,Feb-20,877,NO,1,$18432,Jan-20,2020,No
1390,1062,Mastercard,Debit (Prepaid),5959889429403771,Feb-20,978,YES,2,$86,Feb-19,2019,No
4363,1062,Mastercard,Debit,5880409088686139,Sep-20,549,YES,2,$11666,Aug-11,2011,No
1409,1845,Amex,Credit,3.27498E+14,Feb-20,829,YES,1,$22900,Feb-20,2020,No
5892,1657,Mastercard,Credit,5806776060660016,Jun-21,573,YES,1,$7800,Dec-07,2007,No
2183,1106,Mastercard,Debit,5807306830246695,Aug-23,218,YES,1,$10462,Mar-08,2015,No
3964,1106,Amex,Credit,3.5595E+14,Dec-12,895,YES,2,$11000,Jul-11,2011,No
2335,1106,Visa,Debit,4093331419395756,Dec-23,813,YES,1,$16927,Mar-14,2014,No
2550,1867,Visa,Debit (Prepaid),4562657491942638,Apr-15,23,YES,2,$96,Apr-07,2015,No
5238,1045,Mastercard,Debit (Prepaid),5957384655695394,Jul-21,529,YES,1,$95,Oct-11,2011,No
5462,1786,Mastercard,Credit,5280439372458362,Mar-23,656,YES,2,$2400,Nov-06,2010,No
2250,1786,Mastercard,Debit,5212105993740368,Sep-23,749,YES,1,$12127,Mar-10,2010,No
5463,1786,Mastercard,Credit,5639561447744152,Nov-20,247,YES,1,$18400,Nov-06,2014,No
1000,1786,Mastercard,Debit,5532586114473893,Sep-24,288,YES,1,$8273,Feb-02,2009,No
3789,1786,Visa,Debit,4664101203758468,Jan-22,79,YES,2,$16641,Jul-06,2014,No
2392,1569,Visa,Credit,4294423018570255,Mar-22,724,YES,1,$10300,Apr-93,2013,No
4109,1569,Mastercard,Debit,5176230872859772,May-20,560,NO,2,$13841,Aug-02,2010,No
2458,1569,Mastercard,Debit,5837677839033846,Jul-24,153,YES,2,$2054,Apr-04,2015,No
5098,1569,Visa,Credit,4642362910157968,Sep-22,415,YES,2,$5100,Oct-07,2011,No
3519,899,Mastercard,Debit,5972582186298210,Feb-16,369,NO,1,$22172,Jun-11,2016,No
2429,1595,Mastercard,Debit,5755792909736498,Aug-23,338,YES,1,$17749,Apr-02,2011,No
2472,1595,Visa,Credit,4800542079346441,Sep-21,673,YES,1,$12700,Apr-04,2011,No
1447,446,Discover,Credit,6154268030880322,Feb-20,171,YES,2,$11100,Feb-20,2020,No
3581,53,Mastercard,Debit,5671275511039267,Jul-24,152,NO,2,$16923,Jun-14,2014,No
3267,53,Amex,Credit,3.11448E+14,Apr-20,560,YES,1,$14800,Jun-04,2010,No
4620,53,Visa,Debit (Prepaid),4555062684626836,Sep-09,63,YES,1,$49,Sep-06,2011,No
1410,1136,Amex,Credit,3.49691E+14,Jul-20,122,YES,1,$19000,Feb-20,2020,No
1614,1136,Mastercard,Debit,5672629395790529,Apr-22,509,YES,2,$22067,Feb-20,2020,No
1885,1136,Visa,Credit,4499074473589645,Jan-23,333,YES,2,$11500,Feb-20,2020,No
1159,551,Visa,Debit,4527984307819255,Mar-12,502,YES,2,$19017,Feb-08,2012,No
4637,551,Mastercard,Debit,5830088551579353,Aug-23,234,YES,2,$13863,Sep-07,2014,No
3341,551,Discover,Credit,6207684045556324,Jun-08,297,YES,2,$400,Jun-07,2010,No
2795,1491,Visa,Credit,4478225264154010,Mar-06,285,YES,2,$5100,May-97,2010,No
5410,1491,Mastercard,Debit,5791246266185470,Feb-24,833,YES,1,$17620,Nov-04,2011,No
5732,1491,Mastercard,Debit,5388327407245086,Dec-18,809,YES,2,$23572,Nov-17,2017,No
3019,1491,Visa,Debit,4844854154690497,May-23,285,YES,2,$20773,May-09,2011,No
1249,330,Visa,Debit,4013218758934399,Oct-12,551,YES,2,$25124,Feb-10,2010,No
2402,392,Mastercard,Debit,5397399966487868,Aug-23,71,YES,1,$19465,Apr-98,2012,No
4380,392,Visa,Credit,4634733858816477,Dec-21,388,YES,1,$14100,Aug-11,2013,No
3307,392,Visa,Debit (Prepaid),4935298479806419,Aug-22,570,YES,2,$32,Jun-05,2012,No
5153,1144,Mastercard,Debit,5270047889650775,Sep-24,586,YES,2,$16109,Oct-09,2009,No
4172,1144,Discover,Credit,6163698170878871,Jan-10,324,YES,1,$8100,Aug-06,2008,No
4141,1144,Visa,Debit,4133372133177612,Apr-24,36,YES,2,$16454,Aug-04,2010,No
2223,1144,Mastercard,Credit,5519338595052196,Apr-24,968,YES,2,$7300,Mar-09,2010,No
2459,1163,Mastercard,Debit (Prepaid),5611180263447982,Apr-20,946,NO,2,$46,Apr-04,2010,No
2275,1163,Mastercard,Credit,5056525550531002,Jul-22,251,YES,2,$22200,Mar-11,2011,No
4236,1163,Amex,Credit,3.37414E+14,Jun-24,833,YES,1,$26900,Aug-08,2009,No
5227,230,Amex,Credit,3.27212E+14,Aug-23,611,YES,2,$8700,Oct-11,2013,No
5788,230,Amex,Credit,3.89677E+14,Oct-22,391,YES,2,$4000,Dec-03,2006,No
5893,230,Mastercard,Credit,5761118180884911,Feb-20,236,YES,1,$7200,Dec-07,2012,No
5033,230,Visa,Debit,4440890128195970,Sep-22,434,NO,2,$14362,Oct-05,2006,No
1301,1066,Mastercard,Debit,5803246848212927,Aug-23,269,YES,2,$20060,Feb-12,2012,No
1126,1066,Visa,Debit,4623474503708079,Nov-22,960,YES,2,$17309,Feb-07,2010,No
2460,460,Mastercard,Debit,5024786214713145,Sep-22,877,YES,1,$38354,Apr-04,2010,No
3805,460,Mastercard,Debit,5504734087292061,Sep-23,435,YES,2,$49107,Jul-07,2011,No
5470,460,Visa,Debit,4858755901764608,Oct-20,766,YES,1,$8468,Nov-06,2010,No
4534,460,Mastercard,Debit,5577008661015609,Feb-24,114,YES,1,$28877,Sep-03,2017,No
5252,1661,Visa,Debit,4835541986783117,Feb-20,417,YES,1,$33713,Oct-11,2011,No
5983,1661,Visa,Credit,4294634745639513,Sep-20,644,YES,1,$25600,Dec-09,2009,No
5993,1926,Discover,Credit,6892639215588426,Jul-20,873,YES,1,$9100,Dec-10,2013,No
1160,1926,Visa,Debit,4833362009066626,Sep-23,611,NO,2,$793,Feb-08,2008,No
5439,1926,Visa,Credit,4661245088949274,Feb-22,138,YES,2,$4200,Nov-05,2011,No
2417,27,Mastercard,Credit,5054102481336555,Jun-23,835,YES,2,$9900,Apr-01,2007,No
5383,27,Visa,Debit,4102856768520788,May-22,534,YES,1,$15082,Nov-02,2006,No
2631,27,Discover,Credit,6392121692006580,Nov-23,277,YES,1,$13100,Apr-10,2013,No
5025,27,Mastercard,Debit,5844706815586007,Feb-22,961,YES,2,$1385,Oct-05,2012,No
1051,27,Mastercard,Debit,5596899870960481,Jun-22,269,YES,2,$26506,Feb-05,2008,No
3055,27,Mastercard,Debit,5876088623884858,Dec-14,299,NO,1,$10488,May-10,2010,No
578,27,Mastercard,Credit,5098820482811220,Mar-22,546,YES,2,$7000,Jan-20,2020,No
4035,27,Mastercard,Debit (Prepaid),5670263614078854,Jul-24,491,YES,1,$61,Jul-15,2015,No
4131,365,Mastercard,Debit,5858026767803910,May-21,936,YES,2,$8923,Aug-04,2014,No
3191,50,Mastercard,Debit,5332822054530194,Jul-20,842,YES,2,$29474,May-17,2017,No
5194,50,Mastercard,Debit,5735247274529263,Feb-17,131,YES,2,$25612,Oct-10,2010,No
247,50,Visa,Credit,4319140159818945,Jun-23,418,YES,2,$12700,Jan-10,2010,No
5471,50,Visa,Debit,4816947607499082,Feb-21,329,NO,2,$9781,Nov-06,2014,No
